197,1000000001,12,189,1,462,12062,2796,2710,6,57,247,167,1459,0,43,DEF,2622
264,1000000002,15,381,5,147,11165,3087,2339,2,441,241,409,1139,0,109,DEF,3316
149,1000000003,16,285,3,429,11663,2976,4396,41,375,184,344,613,0,454,DEF,4097
209,1000000004,14,288,2,33,10845,3441,1434,19,374,156,406,1228,0,429,DEF,2086
168,1000000005,4,146,3,70,10637,2905,2070,9,53,72,436,1280,0,325,DEF,4573
297,1000000006,11,419,6,485,11037,3329,2861,5,314,124,363,1364,0,308,DEF,3387
112,1000000007,15,413,4,486,11050,2554,179,4,29,214,397,947,0,360,DEF,4274
50,1000000008,18,113,1,486,12127,2898,2085,35,236,394,212,1519,0,209,DEF,1271
167,1000000009,12,121,2,41,11602,3495,203,37,319,302,135,974,0,278,DEF,1081
317,1000000010,8,98,4,286,11134,2645,1598,15,197,103,336,1150,0,110,DEF,2447
346,1000000011,1,193,1,370,10137,2652,649,37,16,422,11,1111,0,315,DEF,529
277,1000000012,18,492,2,398,11725,3420,926,21,329,283,73,1395,0,2,DEF,1277
493,1000000013,9,444,1,368,11141,3549,2060,18,293,47,339,592,0,221,DEF,809
435,1000000014,9,305,5,103,11704,2674,1625,4,345,351,214,683,0,396,DEF,4783
278,1000000015,9,77,3,198,10737,2563,2007,37,400,42,384,1428,0,264,DEF,2772
126,1000000016,4,439,4,447,10515,3208,2282,2,32,119,1,1317,0,315,DEF,2641
198,1000000017,16,189,3,290,11692,2672,93,26,166,164,368,730,0,225,DEF,4921
13,1000000018,8,183,4,241,11746,3178,3518,11,260,287,132,698,0,298,DEF,2183
81,1000000019,7,266,6,337,10911,3457,2952,4,497,58,464,577,0,402,DEF,3416
86,1000000020,12,219,1,63,10621,3588,2981,28,472,448,255,1197,0,403,DEF,3399
80,1000000021,4,185,5,299,11941,3597,4252,31,379,262,298,1438,0,108,DEF,2076
164,1000000022,9,119,3,253,11508,3296,353,10,195,83,475,1381,0,199,DEF,3933
180,1000000023,10,214,6,402,12470,3378,4688,2,373,203,449,1075,0,172,DEF,2373
394,1000000024,14,346,6,422,10415,2761,2348,40,28,66,348,1495,0,274,DEF,4088
190,1000000025,14,9,6,136,11824,3432,1989,22,122,200,451,1120,0,440,DEF,3438
251,1000000026,5,254,4,443,12492,2791,2707,37,153,160,381,1273,0,230,DEF,1822
250,1000000027,6,121,4,259,10974,3496,914,30,343,461,288,1599,0,270,DEF,2055
37,1000000028,6,86,4,455,12025,3301,2208,3,327,19,38,1028,0,185,DEF,2747
327,1000000029,18,488,2,293,10028,3657,3255,10,335,85,400,923,0,39,DEF,2668
385,1000000030,1,477,6,364,12444,3302,3657,26,387,188,234,561,0,273,DEF,134
216,1000000031,9,441,3,26,10737,3105,2832,28,473,64,179,1378,0,139,DEF,2375
253,1000000032,19,452,3,341,11320,3410,1890,27,247,102,338,1351,0,142,DEF,4911
41,1000000033,18,200,4,11,11490,2630,501,27,210,277,469,1444,0,476,DEF,930
429,1000000034,11,428,6,321,10364,3341,3777,14,399,88,171,1076,0,459,DEF,660
253,1000000035,7,375,5,68,12320,3375,4144,36,77,496,70,1282,0,474,DEF,744
28,1000000036,11,210,1,7,10427,3163,3218,35,416,362,8,1282,0,403,DEF,3619
132,1000000037,4,470,2,281,12397,3083,3678,1,185,383,231,1635,0,70,DEF,1884
495,1000000038,17,497,4,366,11502,3296,1144,16,444,31,77,811,0,171,DEF,2684
285,1000000039,17,376,6,1,10032,3600,1050,36,222,491,159,1635,0,219,DEF,2074
100,1000000040,11,374,6,132,10220,3262,518,10,212,94,58,1279,0,475,DEF,4406
150,1000000041,18,377,6,344,10182,3372,237,5,453,262,9,997,0,390,DEF,1694
445,1000000042,15,322,3,304,12357,2932,1335,29,23,439,87,1597,0,41,DEF,2994
488,1000000043,3,145,1,192,11939,3699,2251,27,223,31,394,1116,0,68,DEF,3778
457,1000000044,17,209,4,146,10323,2531,618,2,263,345,250,1256,0,113,DEF,311
394,1000000045,11,247,2,192,11036,3730,131,9,453,23,377,677,0,255,DEF,4020
392,1000000046,8,295,3,188,10676,2635,2425,27,391,482,88,1428,0,449,DEF,877
286,1000000047,4,136,6,257,12350,2967,3949,31,145,351,475,1144,0,466,DEF,768
335,1000000048,20,230,2,226,11609,2922,2843,36,447,410,94,577,0,325,DEF,1870
414,1000000049,5,158,6,65,12394,2514,809,3,376,23,157,1271,0,234,DEF,26
198,1000000050,9,55,6,322,10459,3420,4991,4,48,80,215,1038,0,29,DEF,3121
354,1000000051,4,49,3,61,11825,2574,4845,7,303,434,348,1494,0,107,DEF,455
222,1000000052,17,201,4,302,11203,3260,4019,34,391,335,351,1345,0,368,DEF,2120
10,1000000053,12,436,1,455,10440,3705,2223,39,162,371,423,637,0,148,DEF,3373
476,1000000054,4,490,6,260,11957,3174,2109,20,250,406,354,614,0,162,DEF,4013
116,1000000055,2,338,2,222,12178,3063,1140,17,264,13,212,1394,0,436,DEF,2753
355,1000000056,17,136,5,53,12479,2995,3472,24,475,416,31,734,0,248,DEF,1599
232,1000000057,11,160,6,103,10114,3160,1824,25,1,426,498,1563,0,65,DEF,224
87,1000000058,5,241,6,305,11666,2910,4354,28,497,379,141,890,0,479,DEF,338
248,1000000059,2,203,3,105,11470,3105,1535,22,342,71,17,619,0,146,DEF,72
222,1000000060,20,301,5,406,10059,3455,3030,12,325,199,396,847,0,223,DEF,3344
380,1000000061,16,156,4,1,10101,3612,4564,12,334,296,456,812,0,305,DEF,4240
144,1000000062,16,198,5,11,12337,3017,4805,1,44,171,462,955,0,363,DEF,1386
174,1000000063,1,99,3,327,11512,3244,2232,42,103,342,458,589,0,183,DEF,2326
60,1000000064,13,209,3,41,12320,2838,2017,23,320,480,456,1048,0,299,DEF,2892
4,1000000065,7,1,5,388,10339,3417,2893,33,352,340,119,1172,0,437,DEF,1584
9,1000000066,12,500,1,183,10468,3258,4035,20,394,202,451,1545,0,446,DEF,3943
70,1000000067,6,225,3,254,10365,3398,1931,35,363,310,486,1077,0,240,DEF,1925
356,1000000068,17,127,5,387,11384,3721,2260,22,87,305,472,1251,0,234,DEF,3279
402,1000000069,15,23,1,258,12012,2807,1763,15,495,165,61,1596,0,280,DEF,917
295,1000000070,16,37,5,372,11309,2771,122,16,298,144,496,653,0,109,DEF,2295
359,1000000071,13,36,1,2,12343,2863,1834,25,186,207,298,1313,0,262,DEF,3783
347,1000000072,20,68,6,122,10626,3055,3085,35,5,469,455,818,0,33,DEF,43
126,1000000073,2,298,1,351,10058,2639,3624,33,452,130,105,1586,0,404,DEF,3403
363,1000000074,2,448,1,384,11358,2570,3642,27,261,417,232,1205,0,483,DEF,3231
217,1000000075,8,232,3,437,10504,2808,642,10,388,18,343,1070,0,443,DEF,312
21,1000000076,20,297,3,174,12170,3415,1318,27,201,19,164,759,0,454,DEF,1222
475,1000000077,20,154,3,157,10663,3145,3429,12,166,344,325,1191,0,128,DEF,2702
327,1000000078,14,123,3,272,10865,3042,2671,28,35,193,43,1197,0,452,DEF,1036
69,1000000079,8,267,1,175,11662,2528,4556,13,35,475,318,672,0,227,DEF,1423
115,1000000080,7,328,4,224,11889,3002,1286,25,54,250,112,1533,0,3,DEF,2351
498,1000000081,9,168,4,419,11265,2683,3627,28,326,165,43,1008,0,21,DEF,4978
48,1000000082,6,202,5,340,11328,2700,2785,13,123,391,67,1362,0,147,DEF,2499
89,1000000083,19,342,1,83,11378,3191,2277,34,443,62,172,990,0,309,DEF,4529
117,1000000084,20,427,2,198,11909,3142,4815,33,190,209,59,861,0,438,DEF,1469
496,1000000085,1,166,2,127,10548,2733,4172,7,372,201,333,1087,0,403,DEF,3892
140,1000000086,2,74,3,141,10496,3184,2060,41,278,184,190,790,0,449,DEF,1907
202,1000000087,18,409,6,277,11463,2842,7,10,175,12,104,1252,0,133,DEF,4541
263,1000000088,7,108,3,277,10601,3285,1231,37,489,190,15,1395,0,266,DEF,4113
18,1000000089,17,227,6,24,10950,2903,2512,24,495,311,18,928,0,343,DEF,606
463,1000000090,15,380,4,479,12371,3005,1072,23,3,491,45,1312,0,491,DEF,1045
83,1000000091,10,170,6,123,12480,2652,1446,28,49,309,60,1233,0,394,DEF,3872
41,1000000092,7,135,6,388,10092,3506,2359,1,78,241,242,855,0,242,DEF,3319
364,1000000093,10,177,2,99,11158,3425,3600,5,135,104,171,581,0,161,DEF,3783
130,1000000094,9,8,3,409,12197,2552,2898,18,51,485,20,921,0,153,DEF,4203
