1,1,1725,1,1,medium,,private
1,2,1379,2054,1,low,,private
27,2,1838,1,1,medium,,HS XL
27,4,1889,1,1,medium,,HS XL
1,4,1460,1,1,medium,,private
1,7,1766,1880,1,low,,private
28,7,1827,2112,1,low,,HS Premium
3,8,2085,1,1,medium,,private comfort
1,9,1534,1,1,medium,,private
13,12,1643,2063,1,high,,privat
1,12,1600,1,1,high,,private
16,12,2103,1,1,high,,standard
1,14,1561,1,1,medium,,private
1,15,1754,1813,1,high,,private
1,18,1158,1299,1,medium,,private
2,19,1917,1,1,medium,,business
12,19,2124,1,1,medium,,sports messaging
22,25,1439,1581,1,medium,,80
1,25,1411,1901,1,medium,,private
27,25,1886,1,1,medium,,HS XL
1,26,1321,1786,1,medium,,private
1,27,1126,1507,1,medium,,private
13,28,1512,1548,1,medium,,privat
10,28,1714,1957,1,medium,,standard
1,28,1342,1,1,medium,,private
17,28,1978,1,1,medium,,business
1,31,1817,1,1,low,,private
1,33,1281,1708,1,low,,private
2,34,2091,1,1,medium,,business
26,34,2136,1,1,medium,,WAP XXL
1,35,1256,2117,1,low,,private
6,35,1710,1,1,low,,60
8,35,1536,1,1,low,,500
12,35,1843,1,1,low,,sports messaging
14,35,2160,1,1,low,,business
25,35,1739,1,1,low,,Snice
28,37,1841,2143,1,low,,HS Premium
1,37,1525,1,1,low,,private
2,38,1904,1,1,low,,business
3,41,1968,1,1,medium,,private comfort
25,41,2122,1,1,medium,,Snice
3,42,1809,1,1,low,,private comfort
2,43,1382,1,1,medium,,business
1,44,1363,1,1,medium,,private
28,45,1872,1,1,low,,HS Premium
1,45,1815,1,1,low,,private
1,51,1849,1,1,low,,private
2,53,1169,1,1,low,,business
1,54,1217,1264,1,low,,private
1,55,1399,1784,1,medium,,private
9,55,1557,1,1,medium,,1000
11,55,1789,1,1,medium,,stock messaging
28,55,1847,1,1,medium,,HS Premium
1,57,1449,1584,1,low,,private
2,59,1895,1,1,medium,,business
1,60,1481,1,1,medium,,private
1,61,1516,1650,1,medium,,private
2,65,2190,1,1,medium,,business
8,66,1789,1962,1,low,,500
24,66,1929,1,1,low,,250
4,66,2095,1,1,low,,regular
1,66,1327,1,1,low,,private
1,67,1369,1489,1,low,,private
1,70,1367,1985,1,low,,private
2,71,1969,1,1,low,,business
1,73,1747,2040,1,medium,,private
28,73,1834,1,1,medium,,HS Premium
1,74,1211,1683,1,medium,,private
1,75,1112,1,1,medium,,private
10,75,1725,1,1,medium,,standard
2,76,1213,1,1,low,,business
27,76,1889,1,1,low,,HS XL
2,77,1762,1921,1,medium,,business
1,80,1374,1,1,medium,,private
2,81,2136,1,1,medium,,business
1,82,1678,1,1,low,,private
1,86,1544,1,1,high,,private
27,86,1843,1,1,high,,HS XL
1,87,1599,1,1,medium,,private
20,88,1561,1614,1,medium,,flatrate
1,88,1543,1656,1,medium,,private
7,90,2056,1,1,low,,180
27,90,1844,1,1,low,,HS XL
2,90,1675,1,1,low,,business
1,91,1357,2145,1,medium,,private
18,91,1469,1,1,medium,,private
28,91,1848,1,1,medium,,HS Premium
27,92,1910,1,1,medium,,HS XL
3,92,1863,1,1,medium,,private comfort
1,93,1502,1,1,low,,private
28,93,1830,1,1,low,,HS Premium
1,94,1621,1,1,low,,private
1,96,1972,2056,1,high,,private
27,99,1842,1944,1,medium,,HS XL
2,99,1217,1,1,medium,,business
17,101,1704,1801,1,low,,business
20,101,1298,2044,1,low,,flatrate
1,101,1272,1,1,low,,private
23,101,2010,1,1,low,,120
1,102,1851,1,1,low,,private
2,103,2043,2058,1,high,,business
1,104,1711,1717,1,low,,private
3,105,2125,1,1,medium,,private comfort
8,106,1218,1725,1,low,,500
1,106,1160,2186,1,low,,private
5,106,1710,1,1,low,,kids
25,106,1756,1,1,low,,Snice
3,107,2161,1,1,low,,private comfort
1,108,1146,1414,1,low,,private
28,109,1886,1,1,low,,HS Premium
1,109,1405,1,1,low,,private
19,111,1436,1641,1,low,,private comfort
19,111,1887,1931,1,low,,private comfort
1,111,1397,1,1,low,,private
3,112,1903,1,1,high,,private comfort
2,114,2145,1,1,medium,,business
2,116,1898,1,1,low,,business
1,119,1551,1,1,low,,private
12,119,2137,1,1,low,,sports messaging
1,120,1309,1422,1,low,,private
1,121,1301,1451,1,medium,,private
2,122,2052,1,1,high,,business
1,123,1689,2038,1,low,,private
11,125,1504,2000,1,low,,stock messaging
1,125,1435,2177,1,low,,private
15,125,2104,1,1,low,,standard
2,126,1196,1236,1,low,,business
3,127,2149,1,1,low,,private comfort
1,130,1810,1,1,low,,private
18,130,1933,1,1,low,,private
15,133,1729,1,1,high,,standard
1,133,1556,1,1,high,,private
1,134,1797,1,1,low,,private
20,136,1679,1,1,high,,flatrate
1,136,1602,1,1,high,,private
2,137,2083,1,1,low,,business
1,141,1547,1,1,medium,,private
1,142,1206,1208,1,medium,,private
2,143,2142,1,1,low,,business
2,146,1790,1,1,low,,business
1,148,1237,1300,1,low,,private
1,149,1233,1622,1,low,,private
2,150,1976,2040,1,low,,business
2,152,1478,1508,1,low,,business
2,153,2009,1,1,medium,,business
3,154,1895,1,1,high,,private comfort
1,155,1386,1532,1,medium,,private
2,156,2017,2092,1,medium,,business
28,159,1831,1,1,low,,HS Premium
1,159,1177,1,1,low,,private
1,160,1687,1,1,low,,private
1,161,1547,1,1,low,,private
1,162,1268,1510,1,low,,private
2,163,1324,1549,1,low,,business
1,164,1472,1557,1,low,,private
9,165,1977,2050,1,medium,,1000
1,165,1229,1,1,medium,,private
27,165,1882,1,1,medium,,HS XL
19,165,2056,1,1,medium,,private comfort
4,165,1908,1,1,medium,,regular
1,167,1973,1,1,high,,private
27,168,1831,2080,1,medium,,HS XL
8,168,1427,1,1,medium,,500
1,168,1287,1,1,medium,,private
19,171,2011,1,1,low,,private comfort
17,171,2154,1,1,low,,business
1,171,1913,1,1,low,,private
1,172,1943,1,1,low,,private
1,173,1623,1,1,low,,private
3,174,1691,1,1,high,,private comfort
1,176,1256,1785,1,low,,private
1,180,1279,2074,1,low,,private
1,181,1355,1779,1,high,,private
1,182,1205,1,1,low,,private
2,184,2036,1,1,low,,business
1,185,1715,1,1,low,,private
1,187,1389,1641,1,low,,private
1,189,1100,1674,1,low,,private
3,191,2027,1,1,medium,,private comfort
1,192,1103,1306,1,high,,private
1,194,1201,1,1,medium,,private
28,194,1833,1,1,medium,,HS Premium
2,195,1739,1924,1,low,,business
1,196,1349,1520,1,medium,,private
1,197,1454,1632,1,low,,private
1,201,1335,1,1,low,,private
1,202,1119,1368,1,medium,,private
3,204,1239,1852,1,medium,,private comfort
22,204,1696,2019,1,medium,,80
28,204,1849,1,1,medium,,HS Premium
3,207,2152,1,1,medium,,private comfort
1,208,1159,1742,1,low,,private
1,209,1859,1,1,low,,private
25,211,1276,1475,1,low,,Snice
1,211,1229,1685,1,low,,private
11,211,1543,1,1,low,,stock messaging
5,211,1852,1,1,low,,kids
1,212,1764,1,1,medium,,private
23,213,1435,2143,1,medium,,120
1,213,1161,1,1,medium,,private
9,213,2185,1,1,medium,,1000
1,217,1642,1659,1,medium,,private
2,219,1625,1,1,high,,business
19,219,2162,1,1,high,,private comfort
9,219,2108,1,1,high,,1000
2,220,2004,1,1,low,,business
3,221,1477,1788,1,low,,private comfort
3,222,1943,1,1,low,,private comfort
1,223,1341,1909,1,low,,private
27,223,1891,2139,1,low,,HS XL
2,226,1563,1778,1,low,,business
25,227,2160,1,1,low,,Snice
4,227,1832,1,1,low,,regular
2,227,1764,1,1,low,,business
1,229,1172,1520,1,medium,,private
19,229,1495,1793,1,medium,,private comfort
7,229,1684,1981,1,medium,,180
23,229,1821,2045,1,medium,,120
1,233,1282,2172,1,medium,,private
3,234,2025,2159,1,high,,private comfort
1,235,1130,1,1,medium,,private
17,236,1612,1645,1,low,,business
7,236,1975,1,1,low,,180
1,236,1541,1,1,low,,private
2,238,2083,1,1,low,,business
27,240,1849,2066,1,low,,HS XL
1,240,1203,2143,1,low,,private
2,241,1408,1594,1,medium,,business
1,242,1348,1492,1,medium,,private
1,244,1245,2186,1,low,,private
2,245,1935,1,1,low,,business
7,246,1791,2088,1,medium,,180
20,246,1766,1,1,medium,,flatrate
6,246,1623,1,1,medium,,60
1,246,1319,1,1,medium,,private
1,248,1201,1,1,low,,private
1,249,1411,1510,1,medium,,private
11,257,2119,1,1,low,,stock messaging
2,257,1944,1,1,low,,business
2,258,1939,1,1,low,,business
1,259,1352,1446,1,low,,private
3,263,1150,1845,1,medium,,private comfort
7,263,1954,2041,1,medium,,180
18,263,1751,1,1,medium,,private
16,263,1334,1,1,medium,,standard
12,263,2146,1,1,medium,,sports messaging
3,264,1420,2032,1,high,,private comfort
28,264,1840,1,1,high,,HS Premium
1,266,1460,1,1,medium,,private
27,266,1882,1,1,medium,,HS XL
1,267,1275,1459,1,medium,,private
2,269,2166,1,1,low,,business
1,270,1182,2089,1,medium,,private
28,270,1845,1,1,medium,,HS Premium
6,273,2129,1,1,high,,60
2,273,2079,1,1,high,,business
26,274,1375,1727,1,medium,,WAP XXL
1,274,1227,1,1,medium,,private
18,274,1791,1,1,medium,,private
7,274,1866,1,1,medium,,180
2,275,1258,1509,1,low,,business
1,276,1155,2112,1,low,,private
1,279,1245,1,1,low,,private
1,280,1443,1650,1,medium,,private
1,284,1931,1,1,low,,private
1,286,1551,1,1,low,,private
1,289,1170,1296,1,low,,private
2,290,2015,1,1,low,,business
1,292,1110,1229,1,medium,,private
6,293,1438,1540,1,low,,60
22,293,1492,1588,1,low,,80
28,293,1880,2075,1,low,,HS Premium
16,293,2066,1,1,low,,standard
1,293,1361,1,1,low,,private
16,293,2001,1,1,low,,standard
1,294,1189,1524,1,high,,private
13,295,1521,1993,1,low,,privat
25,295,1799,1,1,low,,Snice
12,295,1745,1,1,low,,sports messaging
1,295,1118,1,1,low,,private
17,295,1773,1,1,low,,business
18,295,2112,1,1,low,,private
1,297,1121,1542,1,medium,,private
8,297,1187,1,1,medium,,500
28,297,1902,1,1,medium,,HS Premium
28,299,1827,1911,1,medium,,HS Premium
1,299,1585,1,1,medium,,private
1,301,1549,2078,1,low,,private
27,301,1850,1,1,low,,HS XL
2,302,1968,1,1,medium,,business
3,303,1271,1538,1,low,,private comfort
1,305,1336,2096,1,low,,private
27,305,1871,1,1,low,,HS XL
1,306,1403,1671,1,low,,private
1,308,1912,1,1,low,,private
1,309,1426,1734,1,high,,private
1,311,1268,1600,1,low,,private
1,313,1505,1,1,high,,private
11,313,1531,1,1,high,,stock messaging
2,316,2179,1,1,low,,business
2,317,1938,1,1,low,,business
2,318,1270,1,1,medium,,business
1,319,1145,1974,1,low,,private
21,320,2155,1,1,medium,,time rated
2,320,2108,1,1,medium,,business
1,321,2133,1,1,low,,private
1,322,1221,1708,1,low,,private
3,324,1774,1,1,low,,private comfort
1,325,1543,2126,1,medium,,private
28,325,1866,1,1,medium,,HS Premium
1,326,1205,1411,1,medium,,private
2,327,1681,1,1,low,,business
27,327,1880,1,1,low,,HS XL
1,328,1674,2005,1,high,,private
3,329,2177,1,1,low,,private comfort
1,330,1377,1,1,medium,,private
3,331,2189,1,1,medium,,private comfort
1,332,1116,1373,1,low,,private
12,334,2096,1,1,low,,sports messaging
1,334,1182,1,1,low,,private
8,335,1578,1661,1,low,,500
16,335,1697,1942,1,low,,standard
1,335,1431,1,1,low,,private
25,336,1315,1580,1,medium,,Snice
26,336,1972,1,1,medium,,WAP XXL
4,336,1357,1,1,medium,,regular
1,336,1208,1,1,medium,,private
1,338,1911,1,1,high,,private
1,339,1726,1,1,medium,,private
1,340,1253,1861,1,medium,,private
27,340,1858,1,1,medium,,HS XL
4,340,1607,1,1,medium,,regular
27,342,1884,1,1,low,,HS XL
1,342,1874,1,1,low,,private
26,342,2188,1,1,low,,WAP XXL
1,343,1531,1853,1,medium,,private
23,343,1940,1,1,medium,,120
8,343,1621,1,1,medium,,500
27,343,1831,1,1,medium,,HS XL
1,344,1208,2080,1,high,,private
2,345,1397,1974,1,high,,business
1,348,1480,1762,1,low,,private
1,350,1152,1216,1,medium,,private
3,351,1498,1794,1,low,,private comfort
26,351,1809,2115,1,low,,WAP XXL
9,351,2156,1,1,low,,1000
21,351,1606,1,1,low,,time rated
17,352,1131,1501,1,low,,business
18,352,1551,1,1,low,,private
1,352,1106,1,1,low,,private
1,353,1140,1921,1,low,,private
1,354,1583,2036,1,medium,,private
1,355,1458,1621,1,medium,,private
1,356,1885,1987,1,medium,,private
6,357,1858,1874,1,low,,60
25,357,2026,1,1,low,,Snice
12,357,1789,1,1,low,,sports messaging
14,357,1942,1,1,low,,business
2,357,1603,1,1,low,,business
1,359,1101,1201,1,medium,,private
28,361,1828,1,1,medium,,HS Premium
1,361,1177,1,1,medium,,private
1,362,1117,2009,1,medium,,private
27,362,1845,2180,1,medium,,HS XL
3,363,1926,2090,1,low,,private comfort
1,364,1917,1,1,low,,private
1,365,1470,1,1,high,,private
1,367,1407,2154,1,low,,private
27,367,1867,1,1,low,,HS XL
24,368,1910,1,1,high,,250
2,368,1853,1,1,high,,business
1,370,1281,2145,1,medium,,private
4,370,1639,1,1,medium,,regular
11,370,1543,1,1,medium,,stock messaging
14,371,1572,1863,1,high,,business
5,371,1712,1871,1,high,,kids
15,371,1986,2167,1,high,,standard
1,371,1139,1,1,high,,private
27,371,1835,1,1,high,,HS XL
1,373,1281,2180,1,low,,private
28,373,1875,1,1,low,,HS Premium
1,374,1263,1,1,medium,,private
19,374,2171,1,1,medium,,private comfort
2,375,2158,1,1,low,,business
28,377,1912,2164,1,medium,,HS Premium
1,377,1830,1,1,medium,,private
27,378,1829,1,1,medium,,HS XL
1,378,1204,1,1,medium,,private
1,379,1103,1285,1,medium,,private
27,383,1832,1,1,medium,,HS XL
8,383,1766,1,1,medium,,500
1,383,1754,1,1,medium,,private
2,384,2084,1,1,low,,business
1,385,1371,1723,1,medium,,private
7,385,1744,2172,1,medium,,180
11,385,1544,1,1,medium,,stock messaging
3,386,1782,1888,1,low,,private comfort
28,386,1839,1,1,low,,HS Premium
3,388,2179,1,1,low,,private comfort
1,390,1332,1688,1,high,,private
27,391,1836,1980,1,medium,,HS XL
25,391,1968,2069,1,medium,,Snice
1,391,1769,1,1,medium,,private
13,391,2052,1,1,medium,,privat
2,395,1758,1,1,high,,business
21,395,2075,1,1,high,,time rated
21,395,1863,1,1,high,,time rated
22,395,1977,1,1,high,,80
27,395,1833,1,1,high,,HS XL
1,397,1190,2065,1,high,,private
15,397,1995,1,1,high,,standard
2,400,1796,2001,1,medium,,business
1,401,1311,1854,1,low,,private
2,402,2152,1,1,low,,business
27,405,1853,2134,1,medium,,HS XL
2,405,1468,1,1,medium,,business
27,406,1849,1,1,medium,,HS XL
1,406,1744,1,1,medium,,private
14,407,1375,2123,1,medium,,business
1,407,1216,1,1,medium,,private
28,408,1850,2048,1,low,,HS Premium
1,408,1767,2099,1,low,,private
22,409,1639,2013,1,medium,,80
1,409,1543,1,1,medium,,private
16,410,1220,2138,1,medium,,standard
23,410,1558,1,1,medium,,120
27,410,1835,1,1,medium,,HS XL
2,410,1149,1,1,medium,,business
2,411,1814,1,1,low,,business
27,411,1827,1,1,low,,HS XL
2,413,2000,1,1,low,,business
16,414,1717,2054,1,low,,standard
1,414,1650,1,1,low,,private
26,414,1834,1,1,low,,WAP XXL
1,416,1111,1765,1,high,,private
2,417,2126,1,1,medium,,business
5,417,2179,1,1,medium,,kids
28,419,1855,2189,1,high,,HS Premium
1,419,1253,1,1,high,,private
27,421,1876,1959,1,high,,HS XL
1,421,1870,1,1,high,,private
1,422,1510,1,1,high,,private
28,422,1857,1,1,high,,HS Premium
19,423,2054,2059,1,high,,private comfort
2,423,1995,1,1,high,,business
4,423,2089,1,1,high,,regular
1,424,1379,1754,1,medium,,private
3,425,1904,1,1,high,,private comfort
28,426,1851,1,1,low,,HS Premium
1,426,1673,1,1,low,,private
1,430,1138,1439,1,low,,private
