1,31,1827,1916,       Not interested in accessories
1,32,1827,1916,       Not interested in accessories
1,33,1827,1916,       Not interested in accessories
1,38,1827,1916,       Not interested in campaigns
1,44,1827,1916,       Not interested in campaigns
1,49,1827,1916,       Not interested in campaigns
1,50,1827,1916,       Not interested in accessories
1,54,1827,1916,       Not interested in accessories
1,55,1827,1916,       Not interested in campaigns
1,57,1827,1916,       Not interested in accessories
1,61,1827,1916,       Not interested in campaigns
1,62,1827,1916,       Not interested in campaigns
1,65,1827,1916,       Not interested in campaigns
1,67,1827,1916,       Not interested in campaigns
1,71,1827,1916,       Not interested in accessories
1,72,1827,1916,       Not interested in accessories
1,81,1827,1916,       Not interested in campaigns
1,82,1827,1916,       Not interested in campaigns
1,90,1827,1916,       Not interested in accessories
1,95,1827,1916,       Not interested in accessories
1,96,1827,1916,       Not interested in campaigns
1,101,1827,1916,       Not interested in campaigns
1,102,1827,1916,       Not interested in accessories
1,105,1827,1916,       Not interested in accessories
1,107,1827,1916,       Not interested in accessories
1,117,1827,1916,       Not interested in campaigns
1,121,1827,1916,       Not interested in campaigns
1,122,1827,1916,       Not interested in accessories
1,132,1827,1916,       Not interested in campaigns
1,134,1827,1916,       Not interested in accessories
1,136,1827,1916,       Not interested in accessories
1,137,1827,1916,       Not interested in accessories
1,140,1827,1916,       Not interested in accessories
1,154,1827,1916,       Not interested in accessories
1,157,1827,1916,       Not interested in accessories
1,160,1827,1916,       Not interested in campaigns
1,169,1827,1916,       Not interested in campaigns
1,171,1827,1916,       Not interested in campaigns
1,172,1827,1916,       Not interested in campaigns
1,173,1827,1916,       Not interested in campaigns
1,174,1827,1916,       Not interested in campaigns
1,176,1827,1916,       Not interested in campaigns
1,177,1827,1916,       Not interested in campaigns
1,184,1827,1916,       Not interested in accessories
1,185,1827,1916,       Not interested in accessories
1,193,1827,1916,       Not interested in accessories
1,198,1827,1916,       Not interested in accessories
1,211,1827,1916,       Not interested in accessories
1,214,1827,1916,       Not interested in campaigns
1,226,1827,1916,       Not interested in accessories
1,245,1827,1916,       Not interested in accessories
1,263,1827,1916,       Not interested in accessories
1,271,1827,1916,       Not interested in accessories
1,272,1827,1916,       Not interested in accessories
1,276,1827,1916,       Not interested in campaigns
1,279,1827,1916,       Not interested in campaigns
1,280,1827,1916,       Not interested in campaigns
1,282,1827,1916,       Not interested in campaigns
1,295,1827,1916,       Not interested in campaigns
1,309,1827,1916,       Not interested in accessories
1,313,1827,1916,       Not interested in accessories
1,321,1827,1916,       Not interested in campaigns
1,324,1827,1916,       Not interested in accessories
1,329,1827,1916,       Not interested in accessories
