321,30,82,4648,404,507,30,250,72,1000509,199902,191,8002.21,3472,1
321,31,81,4532,240,508,30,335,71,1000507,199807,191,3749.37,7208,1
321,31,81,4789,354,507,30,131,71,1000503,199807,191,6217.08,5672,1
321,31,82,4415,246,508,56,120,72,1000513,199907,191,6933.5,8390,1
321,32,81,4541,154,511,30,133,71,1000523,199907,191,9417.48,2774,1
321,32,81,4715,478,511,30,295,71,1000548,199901,191,8810.09,9866,1
321,32,82,4301,288,508,30,209,72,1000507,199903,191,1078.94,1910,1
321,32,82,4465,152,511,30,280,72,1000545,199810,191,4955,9365,1
321,34,82,4672,38,511,30,359,72,1000539,199811,191,1806.55,7916,1
321,35,81,4770,31,511,30,472,71,1000519,199807,191,7044.31,7340,1
321,36,81,4329,449,510,30,405,71,1000541,199810,191,3289.17,8266,1
321,36,81,4405,75,507,30,244,71,1000500,199901,191,4112.18,6337,1
321,36,81,4497,240,507,30,77,71,1000505,199807,191,5050.93,2894,1
321,36,81,4732,431,507,30,186,71,1000504,199811,191,4369.41,2906,1
321,36,82,4502,93,510,30,329,72,1000541,199907,191,9318.63,649,1
321,36,82,4594,154,507,30,25,72,1000545,199901,191,5921.76,3364,1
321,36,82,4695,69,507,92,469,72,1000516,199810,191,25.79,4895,1
321,37,81,4476,318,511,30,392,71,1000500,199811,191,6781.08,7774,1
321,37,81,4584,44,507,30,189,71,1000518,199901,191,215.44,9738,1
321,37,81,4645,91,510,30,358,71,1000501,199904,191,5217.95,3071,1
321,37,82,4733,412,510,30,73,72,1000526,199810,191,4820.64,8584,1
321,37,82,4790,114,508,30,503,72,1000503,199810,191,834.49,436,1
321,38,82,4575,13,507,36,52,72,1000513,199904,191,3651.94,8290,1
321,39,81,4349,94,506,30,146,71,1000514,199901,191,3033.31,4300,1
321,39,81,4497,111,509,30,265,71,1000533,199807,191,3202.42,5149,1
321,39,82,4319,203,507,130,223,72,1000515,199901,191,9113.41,5794,1
321,39,82,4372,438,509,30,271,72,1000538,199810,191,6217.92,9864,1
321,39,82,4652,227,507,30,84,72,1000541,199807,191,5888.02,6137,1
321,40,81,4401,288,509,30,174,71,1000530,199810,191,6117.45,9456,1
321,41,82,4401,418,507,27,451,72,1000512,199810,191,6658.6,5765,1
321,41,82,4645,319,510,30,438,72,1000528,199807,191,133.38,3952,1
321,42,81,4453,439,507,30,286,71,1000546,199810,191,3662.09,3997,1
321,42,81,4549,337,508,30,84,71,1000502,199807,191,7030.93,4391,1
321,42,81,4683,24,510,30,45,71,1000500,199810,191,1213,8189,1
321,42,82,4414,33,507,30,44,72,1000522,199810,191,630.61,169,1
