3401,4,28491,1,29586,1,2,,,PN ,HH 
3402,4,28491,1,29586,1,2,,,PN ,HH 
3403,4,28491,1,29586,1,2,,,PN ,HH 
3405,10,28491,1,29586,1,2,,,PN ,HH 
3406,10,28491,1,29586,1,2,,,PN ,HH 
3407,10,28491,1,29586,1,2,,,PN ,HH 
3408,10,28491,1,29586,1,2,,,PN ,HH 
3409,10,28491,1,29586,1,2,,,PN ,HH 
3411,12,28491,1,29586,1,2,,,PN ,HH 
3413,17,28491,1,29586,1,2,,,PN ,HH 
3414,17,28491,1,29586,1,2,,,PN ,HH 
3415,17,28491,1,29586,1,2,,,PN ,HH 
3416,17,28491,1,29586,1,2,,,PN ,HH 
3418,22,28491,1,29586,1,2,,,PN ,HH 
3419,22,28491,1,29586,1,2,,,PN ,HH 
3420,22,28491,1,29586,1,2,,,PN ,HH 
3421,22,28491,1,29586,1,2,,,PN ,HH 
3423,27,28491,1,29586,1,2,,,PN ,HH 
3424,27,28491,1,29586,1,2,,,PN ,HH 
3425,27,28491,1,29586,1,2,,,PN ,HH 
3426,27,28491,1,29586,1,2,,,PN ,HH 
3428,30,28491,1,29586,1,2,,,PN ,HH 
3429,30,28491,1,29586,1,2,,,PN ,HH 
3431,32,28491,1,29586,1,2,,,PN ,HH 
3433,38,28491,1,29586,1,2,,,PN ,HH 
3434,38,28491,1,29586,1,2,,,PN ,HH 
3435,38,28491,1,29586,1,2,,,PN ,HH 
3436,38,28491,1,29586,1,2,,,PN ,HH 
3437,38,28491,1,29586,1,2,,,PN ,HH 
3439,42,28491,1,29586,1,2,,,PN ,HH 
3440,42,28491,1,29586,1,2,,,PN ,HH 
3441,42,28491,1,29586,1,2,,,PN ,HH 
3443,47,28491,1,29586,1,2,,,PN ,HH 
3444,47,28491,1,29586,1,2,,,PN ,HH 
3445,47,28491,1,29586,1,2,,,PN ,HH 
3446,47,28491,1,29586,1,2,,,PN ,HH 
3448,52,28491,1,29586,1,2,,,PN ,HH 
3449,52,28491,1,29586,1,2,,,PN ,HH 
3450,52,28491,1,29586,1,2,,,PN ,HH 
3451,52,28491,1,29586,1,2,,,PN ,HH 
3453,56,28491,1,29586,1,2,,,PN ,HH 
3454,56,28491,1,29586,1,2,,,PN ,HH 
3455,56,28491,1,29586,1,2,,,PN ,HH 
3457,62,28491,1,29586,1,2,,,PN ,HH 
3458,62,28491,1,29586,1,2,,,PN ,HH 
3459,62,28491,1,29586,1,2,,,PN ,HH 
3460,62,28491,1,29586,1,2,,,PN ,HH 
3461,62,28491,1,29586,1,2,,,PN ,HH 
3463,67,28491,1,29586,1,2,,,PN ,HH 
3464,67,28491,1,29586,1,2,,,PN ,HH 
3465,67,28491,1,29586,1,2,,,PN ,HH 
3466,67,28491,1,29586,1,2,,,PN ,HH 
3468,69,28491,1,29586,1,2,,,PN ,HH 
3470,71,28491,1,29586,1,2,,,PN ,HH 
3472,73,28491,1,29586,1,2,,,PN ,HH 
3474,77,28491,1,29586,1,2,,,PN ,HH 
3475,77,28491,1,29586,1,2,,,PN ,HH 
3476,77,28491,1,29586,1,2,,,PN ,HH 
3478,79,28491,1,29586,1,2,,,PN ,HH 
3480,81,28491,1,29586,1,2,,,PN ,HH 
3482,84,28491,1,29586,1,2,,,PN ,HH 
3483,84,28491,1,29586,1,2,,,PN ,HH 
3485,88,28491,1,29586,1,2,,,PN ,HH 
3486,88,28491,1,29586,1,2,,,PN ,HH 
3487,88,28491,1,29586,1,2,,,PN ,HH 
3489,94,28491,1,29586,1,2,,,PN ,HH 
3490,94,28491,1,29586,1,2,,,PN ,HH 
3491,94,28491,1,29586,1,2,,,PN ,HH 
3492,94,28491,1,29586,1,2,,,PN ,HH 
3493,94,28491,1,29586,1,2,,,PN ,HH 
3495,100,28491,1,29586,1,2,,,PN ,HH 
3496,100,28491,1,29586,1,2,,,PN ,HH 
3497,100,28491,1,29586,1,2,,,PN ,HH 
3498,100,28491,1,29586,1,2,,,PN ,HH 
3499,100,28491,1,29586,1,2,,,PN ,HH 
3501,106,28491,1,29586,1,2,,,PN ,HH 
3502,106,28491,1,29586,1,2,,,PN ,HH 
